model,perturbation,level,on_delay,off_delay,n_clean_windows,indications_mean,episodes_mean,episodes_std,indications_per_hour,episodes_per_hour,compression
B_unweighted,dropout,4.0,1,15,316.0,66.2,1.2,1.4696938456699067,377.0886075949367,6.8354430379746836,55.16666666666667
B_unweighted,dropout,4.0,1,30,316.0,66.2,1.2,1.4696938456699067,377.0886075949367,6.8354430379746836,55.16666666666667
B_unweighted,dropout,4.0,1,60,316.0,66.2,0.6,0.48989794855663565,377.0886075949367,3.4177215189873418,110.33333333333334
B_unweighted,dropout,4.0,2,5,316.0,66.2,2.4,2.727636339397171,377.0886075949367,13.670886075949367,27.583333333333336
B_unweighted,dropout,4.0,2,10,316.0,66.2,1.6,1.8547236990991407,377.0886075949367,9.113924050632912,41.375
B_unweighted,dropout,4.0,2,15,316.0,66.2,1.2,1.4696938456699067,377.0886075949367,6.8354430379746836,55.16666666666667
B_unweighted,dropout,4.0,2,30,316.0,66.2,1.2,1.4696938456699067,377.0886075949367,6.8354430379746836,55.16666666666667
B_unweighted,dropout,4.0,2,60,316.0,66.2,0.6,0.48989794855663565,377.0886075949367,3.4177215189873418,110.33333333333334
B_unweighted,dropout,4.0,3,5,316.0,66.2,2.4,2.727636339397171,377.0886075949367,13.670886075949367,27.583333333333336
B_unweighted,dropout,4.0,3,10,316.0,66.2,1.6,1.8547236990991407,377.0886075949367,9.113924050632912,41.375
B_unweighted,dropout,4.0,3,15,316.0,66.2,1.2,1.4696938456699067,377.0886075949367,6.8354430379746836,55.16666666666667
B_unweighted,dropout,4.0,3,30,316.0,66.2,1.2,1.4696938456699067,377.0886075949367,6.8354430379746836,55.16666666666667
B_unweighted,dropout,4.0,3,60,316.0,66.2,0.6,0.48989794855663565,377.0886075949367,3.4177215189873418,110.33333333333334
B_unweighted,dropout,4.0,5,5,316.0,66.2,1.4,1.3564659966250538,377.0886075949367,7.974683544303797,47.28571428571429
B_unweighted,dropout,4.0,5,10,316.0,66.2,1.2,1.16619037896906,377.0886075949367,6.8354430379746836,55.16666666666667
B_unweighted,dropout,4.0,5,15,316.0,66.2,1.0,1.0954451150103321,377.0886075949367,5.69620253164557,66.2
B_unweighted,dropout,4.0,5,30,316.0,66.2,1.0,1.0954451150103321,377.0886075949367,5.69620253164557,66.2
B_unweighted,dropout,4.0,5,60,316.0,66.2,0.6,0.48989794855663565,377.0886075949367,3.4177215189873418,110.33333333333334
B_unweighted,dropout,4.0,10,5,316.0,66.2,0.8,1.1661903789690602,377.0886075949367,4.556962025316456,82.75
B_unweighted,dropout,4.0,10,10,316.0,66.2,0.6,0.7999999999999999,377.0886075949367,3.4177215189873418,110.33333333333334
B_unweighted,dropout,4.0,10,15,316.0,66.2,0.4,0.48989794855663565,377.0886075949367,2.278481012658228,165.5
B_unweighted,dropout,4.0,10,30,316.0,66.2,0.4,0.48989794855663565,377.0886075949367,2.278481012658228,165.5
B_unweighted,dropout,4.0,10,60,316.0,66.2,0.4,0.48989794855663565,377.0886075949367,2.278481012658228,165.5
B_unweighted,dropout,7.0,1,5,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,1,10,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,1,15,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,1,30,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,1,60,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,2,5,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,2,10,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,2,15,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,2,30,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,2,60,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,3,5,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,3,10,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,3,15,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,3,30,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,3,60,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,5,5,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,5,10,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,5,15,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,5,30,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,5,60,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,10,5,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,10,10,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,10,15,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,10,30,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,dropout,7.0,10,60,316.0,316.0,1.0,0.0,1800.0,5.69620253164557,316.0
B_unweighted,drift,0.3,1,5,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,1,10,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,1,15,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,1,30,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,1,60,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,2,5,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,2,10,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,2,15,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,2,30,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,2,60,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,3,5,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,3,10,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,3,15,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,3,30,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,3,60,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,5,5,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,5,10,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,5,15,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,5,30,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,5,60,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,10,5,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,10,10,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,10,15,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,10,30,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.3,10,60,316.0,0.0,0.0,0.0,0.0,0.0,
B_unweighted,drift,0.5,1,5,316.0,0.6,0.4,0.8000000000000002,3.4177215189873418,2.278481012658228,1.4999999999999998
B_unweighted,drift,0.5,1,10,316.0,0.6,0.4,0.8000000000000002,3.4177215189873418,2.278481012658228,1.4999999999999998
B_unweighted,drift,0.5,1,15,316.0,0.6,0.4,0.8000000000000002,3.4177215189873418,2.278481012658228,1.4999999999999998
B_unweighted,drift,0.5,1,30,316.0,0.6,0.4,0.8000000000000002,3.4177215189873418,2.278481012658228,1.4999999999999998
B_unweighted,drift,0.5,1,60,316.0,0.6,0.2,0.4000000000000001,3.4177215189873418,1.139240506329114,2.9999999999999996
B_unweighted,drift,0.5,2,5,316.0,0.6,0.2,0.4000000000000001,3.4177215189873418,1.139240506329114,2.9999999999999996
B_unweighted,drift,0.5,2,10,316.0,0.6,0.2,0.4000000000000001,3.4177215189873418,1.139240506329114,2.9999999999999996
B_unweighted,drift,0.5,2,15,316.0,0.6,0.2,0.4000000000000001,3.4177215189873418,1.139240506329114,2.9999999999999996
B_unweighted,drift,0.5,2,30,316.0,0.6,0.2,0.4000000000000001,3.4177215189873418,1.139240506329114,2.9999999999999996
B_unweighted,drift,0.5,2,60,316.0,0.6,0.2,0.4000000000000001,3.4177215189873418,1.139240506329114,2.9999999999999996
B_unweighted,drift,0.5,3,5,316.0,0.6,0.0,0.0,3.4177215189873418,0.0,
B_unweighted,drift,0.5,3,10,316.0,0.6,0.0,0.0,3.4177215189873418,0.0,
B_unweighted,drift,0.5,3,15,316.0,0.6,0.0,0.0,3.4177215189873418,0.0,
B_unweighted,drift,0.5,3,30,316.0,0.6,0.0,0.0,3.4177215189873418,0.0,
B_unweighted,drift,0.5,3,60,316.0,0.6,0.0,0.0,3.4177215189873418,0.0,
B_unweighted,drift,0.5,5,5,316.0,0.6,0.0,0.0,3.4177215189873418,0.0,
B_unweighted,drift,0.5,5,10,316.0,0.6,0.0,0.0,3.4177215189873418,0.0,
B_unweighted,drift,0.5,5,15,316.0,0.6,0.0,0.0,3.4177215189873418,0.0,
B_unweighted,drift,0.5,5,30,316.0,0.6,0.0,0.0,3.4177215189873418,0.0,
B_unweighted,drift,0.5,5,60,316.0,0.6,0.0,0.0,3.4177215189873418,0.0,
B_unweighted,drift,0.5,10,5,316.0,0.6,0.0,0.0,3.4177215189873418,0.0,
B_unweighted,drift,0.5,10,10,316.0,0.6,0.0,0.0,3.4177215189873418,0.0,
B_unweighted,drift,0.5,10,15,316.0,0.6,0.0,0.0,3.4177215189873418,0.0,
B_unweighted,drift,0.5,10,30,316.0,0.6,0.0,0.0,3.4177215189873418,0.0,
B_unweighted,drift,0.5,10,60,316.0,0.6,0.0,0.0,3.4177215189873418,0.0,
B_unweighted,noise,0.3,1,5,316.0,9.0,7.2,3.7629775444453557,51.265822784810126,41.0126582278481,1.25
B_unweighted,noise,0.3,1,10,316.0,9.0,5.6,1.8547236990991407,51.265822784810126,31.89873417721519,1.6071428571428572
B_unweighted,noise,0.3,1,15,316.0,9.0,4.8,1.7204650534085253,51.265822784810126,27.341772151898734,1.875
B_unweighted,noise,0.3,1,30,316.0,9.0,4.0,1.0954451150103321,51.265822784810126,22.78481012658228,2.25
B_unweighted,noise,0.3,1,60,316.0,9.0,2.4,0.4898979485566356,51.265822784810126,13.670886075949367,3.75
B_unweighted,noise,0.3,2,5,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,2,10,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,2,15,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,2,30,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,2,60,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,3,5,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,3,10,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,3,15,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,3,30,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,3,60,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,5,5,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,5,10,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,5,15,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,5,30,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,5,60,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,10,5,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,10,10,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,10,15,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,10,30,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.3,10,60,316.0,9.0,0.0,0.0,51.265822784810126,0.0,
B_unweighted,noise,0.5,1,5,316.0,38.0,17.4,3.3823069050575527,216.45569620253164,99.1139240506329,2.1839080459770117
B_unweighted,noise,0.5,1,10,316.0,38.0,10.4,1.3564659966250536,216.45569620253164,59.24050632911393,3.6538461538461537
B_unweighted,noise,0.5,1,15,316.0,38.0,6.6,1.4966629547095764,216.45569620253164,37.59493670886076,5.757575757575758
B_unweighted,noise,0.5,1,30,316.0,38.0,3.0,0.8944271909999159,216.45569620253164,17.088607594936708,12.666666666666666
B_unweighted,noise,0.5,1,60,316.0,38.0,1.0,0.0,216.45569620253164,5.69620253164557,38.0
B_unweighted,noise,0.5,2,5,316.0,38.0,3.6,1.3564659966250536,216.45569620253164,20.50632911392405,10.555555555555555
B_unweighted,noise,0.5,2,10,316.0,38.0,3.6,1.3564659966250536,216.45569620253164,20.50632911392405,10.555555555555555
B_unweighted,noise,0.5,2,15,316.0,38.0,2.8,0.7483314773547882,216.45569620253164,15.949367088607595,13.571428571428573
B_unweighted,noise,0.5,2,30,316.0,38.0,1.8,0.7483314773547883,216.45569620253164,10.253164556962025,21.11111111111111
B_unweighted,noise,0.5,2,60,316.0,38.0,1.0,0.0,216.45569620253164,5.69620253164557,38.0
B_unweighted,noise,0.5,3,5,316.0,38.0,1.0,0.6324555320336759,216.45569620253164,5.69620253164557,38.0
B_unweighted,noise,0.5,3,10,316.0,38.0,1.0,0.6324555320336759,216.45569620253164,5.69620253164557,38.0
B_unweighted,noise,0.5,3,15,316.0,38.0,1.0,0.6324555320336759,216.45569620253164,5.69620253164557,38.0
B_unweighted,noise,0.5,3,30,316.0,38.0,0.8,0.4000000000000001,216.45569620253164,4.556962025316456,47.5
B_unweighted,noise,0.5,3,60,316.0,38.0,0.8,0.4000000000000001,216.45569620253164,4.556962025316456,47.5
B_unweighted,noise,0.5,5,5,316.0,38.0,0.0,0.0,216.45569620253164,0.0,
B_unweighted,noise,0.5,5,10,316.0,38.0,0.0,0.0,216.45569620253164,0.0,
B_unweighted,noise,0.5,5,15,316.0,38.0,0.0,0.0,216.45569620253164,0.0,
B_unweighted,noise,0.5,5,30,316.0,38.0,0.0,0.0,216.45569620253164,0.0,
B_unweighted,noise,0.5,5,60,316.0,38.0,0.0,0.0,216.45569620253164,0.0,
B_unweighted,noise,0.5,10,5,316.0,38.0,0.0,0.0,216.45569620253164,0.0,
B_unweighted,noise,0.5,10,10,316.0,38.0,0.0,0.0,216.45569620253164,0.0,
B_unweighted,noise,0.5,10,15,316.0,38.0,0.0,0.0,216.45569620253164,0.0,
B_unweighted,noise,0.5,10,30,316.0,38.0,0.0,0.0,216.45569620253164,0.0,
B_unweighted,noise,0.5,10,60,316.0,38.0,0.0,0.0,216.45569620253164,0.0,
D_mlp,clean,0.0,1,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,1,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,1,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,1,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,1,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,2,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,2,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,2,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,2,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,2,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,3,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,3,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,3,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,3,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,3,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,5,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,5,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,5,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,5,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,5,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,10,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,10,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,10,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,10,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,clean,0.0,10,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,1,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,1,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,1,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,1,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,1,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,2,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,2,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,2,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,2,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,2,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,3,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,3,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,3,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,3,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,3,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,5,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,5,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,5,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,5,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,5,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,10,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,10,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,10,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,10,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,1.0,10,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,dropout,4.0,1,5,316.0,2.2,0.4,0.8,12.531645569620254,2.278481012658228,5.5
D_mlp,dropout,4.0,1,10,316.0,2.2,0.4,0.8,12.531645569620254,2.278481012658228,5.5
D_mlp,dropout,4.0,1,15,316.0,2.2,0.4,0.8,12.531645569620254,2.278481012658228,5.5
D_mlp,dropout,4.0,1,30,316.0,2.2,0.4,0.8,12.531645569620254,2.278481012658228,5.5
D_mlp,dropout,4.0,1,60,316.0,2.2,0.4,0.8,12.531645569620254,2.278481012658228,5.5
D_mlp,dropout,4.0,2,5,316.0,2.2,0.4,0.8,12.531645569620254,2.278481012658228,5.5
D_mlp,dropout,4.0,2,10,316.0,2.2,0.4,0.8,12.531645569620254,2.278481012658228,5.5
D_mlp,dropout,4.0,2,15,316.0,2.2,0.4,0.8,12.531645569620254,2.278481012658228,5.5
D_mlp,dropout,4.0,2,30,316.0,2.2,0.4,0.8,12.531645569620254,2.278481012658228,5.5
D_mlp,dropout,4.0,2,60,316.0,2.2,0.4,0.8,12.531645569620254,2.278481012658228,5.5
D_mlp,dropout,4.0,3,5,316.0,2.2,0.2,0.4,12.531645569620254,1.139240506329114,11.0
D_mlp,dropout,4.0,3,10,316.0,2.2,0.2,0.4,12.531645569620254,1.139240506329114,11.0
D_mlp,dropout,4.0,3,15,316.0,2.2,0.2,0.4,12.531645569620254,1.139240506329114,11.0
D_mlp,dropout,4.0,3,30,316.0,2.2,0.2,0.4,12.531645569620254,1.139240506329114,11.0
D_mlp,dropout,4.0,3,60,316.0,2.2,0.2,0.4,12.531645569620254,1.139240506329114,11.0
D_mlp,dropout,4.0,5,5,316.0,2.2,0.2,0.4,12.531645569620254,1.139240506329114,11.0
D_mlp,dropout,4.0,5,10,316.0,2.2,0.2,0.4,12.531645569620254,1.139240506329114,11.0
D_mlp,dropout,4.0,5,15,316.0,2.2,0.2,0.4,12.531645569620254,1.139240506329114,11.0
D_mlp,dropout,4.0,5,30,316.0,2.2,0.2,0.4,12.531645569620254,1.139240506329114,11.0
D_mlp,dropout,4.0,5,60,316.0,2.2,0.2,0.4,12.531645569620254,1.139240506329114,11.0
D_mlp,dropout,4.0,10,5,316.0,2.2,0.0,0.0,12.531645569620254,0.0,
D_mlp,dropout,4.0,10,10,316.0,2.2,0.0,0.0,12.531645569620254,0.0,
D_mlp,dropout,4.0,10,15,316.0,2.2,0.0,0.0,12.531645569620254,0.0,
D_mlp,dropout,4.0,10,30,316.0,2.2,0.0,0.0,12.531645569620254,0.0,
D_mlp,dropout,4.0,10,60,316.0,2.2,0.0,0.0,12.531645569620254,0.0,
D_mlp,dropout,7.0,1,5,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,1,10,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,1,15,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,1,30,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,1,60,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,2,5,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,2,10,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,2,15,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,2,30,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,2,60,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,3,5,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,3,10,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,3,15,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,3,30,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,3,60,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,5,5,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,5,10,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,5,15,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,5,30,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,5,60,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,10,5,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,10,10,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,10,15,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,10,30,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,dropout,7.0,10,60,316.0,63.2,0.2,0.4000000000000001,360.0,1.139240506329114,316.0
D_mlp,drift,0.3,1,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,1,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,1,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,1,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,1,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,2,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,2,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,2,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,2,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,2,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,3,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,3,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,3,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,3,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,3,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,5,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,5,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,5,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,5,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,5,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,10,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,10,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,10,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,10,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.3,10,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.5,1,5,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.5,1,10,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.5,1,15,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.5,1,30,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.5,1,60,316.0,0.0,0.0,0.0,0.0,0.0,
D_mlp,drift,0.5,2,5,316.0,0.0,0.0,0.0,0.0,0.0,
